track,is_on,pitch,at
0,True,45,0.0
0,False,45,0.29375
0,True,52,0.30000000000000004
0,False,52,0.59375
0,True,45,0.6000000000000001
0,False,45,0.89375
0,True,52,0.9
0,False,52,1.19375
0,True,45,1.2000000000000002
0,False,45,1.4937500000000001
0,True,51,1.5
0,False,51,1.7937500000000002
0,True,45,2.4000000000000004
0,False,45,2.69375
0,True,50,2.7
0,False,50,2.9937500000000004
0,True,45,3.0
0,False,45,3.29375
0,True,50,3.3000000000000003
0,False,50,3.59375
0,True,45,3.6
0,False,45,3.8937500000000003
0,True,53,3.9000000000000004
0,False,53,4.1937500000000005
0,True,45,4.800000000000001
0,False,45,5.09375
0,True,52,5.1000000000000005
0,False,52,5.393750000000001
0,True,45,5.4
0,False,45,5.6937500000000005
0,True,52,5.7
0,False,52,5.99375
0,True,45,6.0
0,False,45,6.29375
0,True,51,6.300000000000001
0,False,51,6.59375
0,True,45,7.2
0,False,45,7.49375
0,True,50,7.5
0,False,50,7.79375
0,True,45,7.800000000000001
0,False,45,8.09375
0,True,50,8.1
0,False,50,8.39375
0,True,45,8.4
0,False,45,8.69375
0,True,53,8.700000000000001
0,False,53,8.99375
0,True,45,9.600000000000001
0,False,45,9.89375
0,True,52,9.9
0,False,52,10.193750000000001
0,True,45,10.200000000000001
0,False,45,10.49375
0,True,52,10.5
0,False,52,10.793750000000001
0,True,45,10.8
0,False,45,11.09375
0,True,51,11.100000000000001
0,False,51,11.39375
0,True,45,12.0
0,False,45,12.293750000000001
0,True,50,12.3
0,False,50,12.59375
0,True,45,12.600000000000001
0,False,45,12.89375
0,True,50,12.9
0,False,50,13.193750000000001
0,True,40,13.200000000000001
0,False,40,13.34375
0,True,40,13.350000000000001
0,False,40,13.49375
0,True,40,13.5
0,False,40,13.64375
0,True,40,13.65
0,False,40,13.793750000000001
0,True,42,13.8
0,False,42,13.943750000000001
0,True,44,13.950000000000001
0,False,44,14.09375
0,True,47,14.100000000000001
0,False,47,14.39375
0,True,45,14.4
0,False,45,14.693750000000001
0,True,52,14.700000000000001
0,False,52,14.99375
0,True,45,15.0
0,False,45,15.293750000000001
0,True,52,15.3
0,False,52,15.59375
0,True,45,15.600000000000001
0,False,45,15.89375
0,True,51,15.9
0,False,51,16.19375
0,True,45,16.8
0,False,45,17.09375
0,True,50,17.1
0,False,50,17.39375
0,True,45,17.400000000000002
0,False,45,17.69375
0,True,50,17.7
0,False,50,17.993750000000002
0,True,45,18.0
0,False,45,18.29375
0,True,53,18.3
0,False,53,18.59375
0,True,45,19.200000000000003
0,False,45,19.493750000000002
0,True,52,19.5
0,False,52,19.793750000000003
0,True,45,19.8
0,False,45,20.09375
0,True,52,20.1
0,False,52,20.39375
0,True,45,20.400000000000002
0,False,45,20.69375
0,True,51,20.700000000000003
0,False,51,20.993750000000002
0,True,45,21.6
0,False,45,21.89375
0,True,50,21.900000000000002
0,False,50,22.19375
0,True,45,22.200000000000003
0,False,45,22.493750000000002
0,True,50,22.5
0,False,50,22.793750000000003
0,True,37,22.8
0,False,37,23.09375
0,True,44,23.1
0,False,44,23.39375
0,True,37,23.400000000000002
0,False,37,23.69375
0,True,44,23.700000000000003
0,False,44,23.993750000000002
0,True,45,40.800000000000004
0,False,45,41.09375
0,True,52,41.1
0,False,52,41.393750000000004
0,True,45,41.400000000000006
1,True,69,41.400000000000006
1,False,69,41.54375
1,True,81,41.550000000000004
0,False,45,41.69375
1,False,81,41.69375
0,True,52,41.7
0,False,52,41.993750000000006
0,True,45,42.0
0,False,45,42.29375
0,True,51,42.300000000000004
1,True,69,42.300000000000004
1,False,69,42.44375
1,True,69,42.45
0,False,51,42.59375
1,False,69,42.59375
1,True,69,42.6
1,False,69,42.743750000000006
1,True,81,42.75
1,False,81,42.893750000000004
0,True,45,43.2
1,True,69,43.2
1,False,69,43.34375
1,True,69,43.35
0,False,45,43.493750000000006
1,False,69,43.493750000000006
0,True,50,43.5
1,True,69,43.5
1,False,69,43.643750000000004
0,False,50,43.79375
0,True,45,43.800000000000004
0,False,45,44.09375
0,True,50,44.1
0,False,50,44.393750000000004
0,True,45,44.400000000000006
1,True,69,44.400000000000006
1,False,69,44.54375
1,True,69,44.550000000000004
0,False,45,44.69375
1,False,69,44.69375
0,True,53,44.7
1,True,69,44.7
1,False,69,44.84375
1,True,81,44.85
0,False,53,44.993750000000006
1,False,81,44.993750000000006
0,True,45,45.6
0,False,45,45.893750000000004
0,True,52,45.900000000000006
0,False,52,46.19375
0,True,45,46.2
0,False,45,46.493750000000006
0,True,52,46.5
0,False,52,46.79375
0,True,45,46.800000000000004
0,False,45,47.09375
0,True,51,47.1
0,False,51,47.393750000000004
0,True,45,48.0
0,False,45,48.29375
0,True,50,48.300000000000004
0,False,50,48.59375
0,True,45,48.6
0,False,45,48.893750000000004
0,True,50,48.900000000000006
0,False,50,49.19375
0,True,45,49.2
0,False,45,49.493750000000006
0,True,53,49.5
0,False,53,49.79375
0,True,45,50.400000000000006
0,False,45,50.69375
0,True,52,50.7
0,False,52,50.993750000000006
0,True,45,51.0
0,False,45,51.29375
0,True,52,51.300000000000004
0,False,52,51.59375
0,True,45,51.6
0,False,45,51.893750000000004
0,True,51,51.900000000000006
0,False,51,52.19375
0,True,45,52.800000000000004
0,False,45,53.09375
0,True,50,53.1
0,False,50,53.393750000000004
0,True,45,53.400000000000006
0,False,45,53.69375
0,True,50,53.7
0,False,50,53.993750000000006
0,True,40,54.0
0,False,40,54.143750000000004
0,True,40,54.150000000000006
0,False,40,54.29375
0,True,40,54.300000000000004
0,False,40,54.44375
0,True,40,54.45
0,False,40,54.59375
0,True,42,54.6
0,False,42,54.743750000000006
0,True,44,54.75
0,False,44,54.893750000000004
0,True,47,54.900000000000006
0,False,47,55.19375
0,True,45,55.2
0,False,45,55.493750000000006
0,True,52,55.5
0,False,52,55.79375
0,True,45,55.800000000000004
0,False,45,56.09375
0,True,52,56.1
0,False,52,56.393750000000004
0,True,45,56.400000000000006
0,False,45,56.69375
0,True,51,56.7
0,False,51,56.993750000000006
0,True,45,57.6
0,False,45,57.893750000000004
0,True,50,57.900000000000006
0,False,50,58.19375
0,True,45,58.2
0,False,45,58.493750000000006
0,True,50,58.5
0,False,50,58.79375
0,True,45,58.800000000000004
0,False,45,59.09375
0,True,53,59.1
0,False,53,59.393750000000004
0,True,45,60.0
0,False,45,60.29375
0,True,52,60.300000000000004
0,False,52,60.59375
0,True,45,60.6
0,False,45,60.893750000000004
0,True,52,60.900000000000006
0,False,52,61.19375
0,True,45,61.2
0,False,45,61.493750000000006
0,True,51,61.5
0,False,51,61.79375
0,True,45,62.400000000000006
0,False,45,62.69375
0,True,50,62.7
0,False,50,62.993750000000006
0,True,45,63.0
0,False,45,63.29375
0,True,50,63.300000000000004
0,False,50,63.59375
0,True,37,63.6
0,False,37,63.893750000000004
0,True,44,63.900000000000006
0,False,44,64.19375000000001
0,True,37,64.2
0,False,37,64.49375
0,True,44,64.5
0,False,44,64.79375
0,True,45,81.60000000000001
0,False,45,81.89375000000001
0,True,52,81.9
0,False,52,82.19375000000001
0,True,45,82.2
0,False,45,82.49375
0,True,52,82.5
0,False,52,82.79375
0,True,45,82.80000000000001
0,False,45,83.09375
0,True,51,83.10000000000001
0,False,51,83.39375000000001
0,True,45,84.0
0,False,45,84.29375
0,True,50,84.30000000000001
0,False,50,84.59375
0,True,45,84.60000000000001
0,False,45,84.89375000000001
0,True,50,84.9
0,False,50,85.19375000000001
0,True,45,85.2
0,False,45,85.49375
0,True,53,85.5
0,False,53,85.79375
0,True,45,86.4
0,False,45,86.69375000000001
0,True,52,86.7
0,False,52,86.99375
0,True,45,87.0
0,False,45,87.29375
0,True,52,87.30000000000001
0,False,52,87.59375
0,True,45,87.60000000000001
0,False,45,87.89375000000001
0,True,51,87.9
0,False,51,88.19375000000001
0,True,45,91.2
0,False,45,91.49375
0,True,52,91.5
0,False,52,91.79375
0,True,45,91.80000000000001
0,False,45,92.09375
0,True,52,92.10000000000001
0,False,52,92.39375000000001
0,True,45,92.4
0,False,45,92.69375000000001
0,True,51,92.7
0,False,51,92.99375
0,True,45,93.60000000000001
0,False,45,93.89375000000001
0,True,50,93.9
0,False,50,94.19375000000001
0,True,45,94.2
0,False,45,94.49375
0,True,50,94.5
0,False,50,94.79375
0,True,40,94.80000000000001
0,False,40,94.94375000000001
0,True,40,94.95
0,False,40,95.09375
0,True,40,95.10000000000001
0,False,40,95.24375
0,True,40,95.25
0,False,40,95.39375000000001
0,True,42,95.4
0,False,42,95.54375
0,True,44,95.55000000000001
0,False,44,95.69375000000001
0,True,47,95.7
0,False,47,95.99375
0,True,45,96.0
0,False,45,96.29375
0,True,52,96.30000000000001
0,False,52,96.59375
0,True,45,96.60000000000001
0,False,45,96.89375000000001
0,True,52,96.9
0,False,52,97.19375000000001
0,True,45,97.2
0,False,45,97.49375
0,True,51,97.5
0,False,51,97.79375
0,True,45,98.4
0,False,45,98.69375000000001
0,True,50,98.7
0,False,50,98.99375
0,True,45,99.0
0,False,45,99.29375
0,True,50,99.30000000000001
0,False,50,99.59375
0,True,45,99.60000000000001
0,False,45,99.89375000000001
0,True,53,99.9
0,False,53,100.19375000000001
0,True,45,100.80000000000001
0,False,45,101.09375
0,True,52,101.10000000000001
0,False,52,101.39375000000001
0,True,45,101.4
0,False,45,101.69375000000001
0,True,52,101.7
0,False,52,101.99375
0,True,45,102.0
0,False,45,102.29375
0,True,51,102.30000000000001
0,False,51,102.59375
0,True,45,103.2
0,False,45,103.49375
0,True,50,103.5
0,False,50,103.79375
0,True,45,103.80000000000001
0,False,45,104.09375
0,True,50,104.10000000000001
0,False,50,104.39375000000001
0,True,37,104.4
0,False,37,104.69375000000001
0,True,44,104.7
0,False,44,104.99375
0,True,37,105.0
0,False,37,105.29375
0,True,44,105.30000000000001
0,False,44,105.59375
